GenreIds,Id,OriginalLanguage,OriginalTitle,Overview,Popularity,ReleaseDate,Title,VoteAverage,VoteCount
"[35, 27]",380124,en,Boo! A Madea Halloween,"Madea winds up in the middle of mayhem when she spends a hilarious, haunted Halloween fending off killers, paranormal poltergeists, ghosts, ghouls, and zombies while keeping a watchful eye on a group of misbehaving teens.",14.597,2016-10-21,Boo! A Madea Halloween,5.7,396
"[28, 878, 53]",593035,en,Alien Warfare,A team of Navy Seals investigates a mysterious science outpost only to have to combat a squad of powerful alien soldiers.,14.595,2019-04-05,Alien Warfare,4.1,134
"[28, 18, 36, 10749, 10752]",16638,en,El Cid,"Epic film of the legendary Spanish hero, Rodrigo Diaz (""El Cid"" to his followers), who, without compromising his strict sense of honour, still succeeds in taking the initiative and driving the Moors from Spain.",14.595,1961-10-24,El Cid,6.9,245
[18],472451,en,Boy Erased,"Jared, the son of a Baptist pastor in a small American town, is outed to his parents at age 19. Jared is faced with an ultimatum: attend a gay conversion therapy program – or be permanently exiled and shunned by his family, friends, and faith.",14.594,2018-09-24,Boy Erased,7,1293
"[28, 80, 18]",10126,en,Colors,"A confident young cop is shown the ropes by a veteran partner in the dangerous gang-controlled barrios of Los Angeles, where the gang culture is enforced by the colors the members wear.",14.594,1988-04-15,Colors,6.5,405
"[10749, 18, 35]",501902,nl,Gewoon vrienden,"Joris is trying to come to terms with his broken family relationships on the 10th anniversary of his father’s death when he meets the free-spirited, Yad. Also dealing with family issues, Yad has returned home to The Netherlands after living on his own. Joris and Yad spark an instant connection and decide they want to be more than “just friends,” but fear their families could threaten their relationship.",14.592,2018-03-07,Just Friends,7,90
[80],703134,en,Infamous,"Two young lovers rob their way across the southland, posting their exploits to social media, and gaining fame and followers as a result.",14.591,2020-06-12,Infamous,5.8,164
"[36, 10752, 18]",910365,de,Die Wannseekonferenz,"On January 20, 1942, the Wannsee Conference takes place in Berlin, a meeting that had only one item on the agenda: The Final Solution, the organization of the systematic mass murder of eleven million European Jews.",14.588,2022-05-06,The Conference,6.5,62
"[10749, 35, 18]",736918,en,The Noel Diary,"Cleaning out his childhood home at Christmas, a novelist meets a woman searching for her birth mother. Will an old diary unlock their pasts — and hearts?",14.588,2022-11-24,The Noel Diary,6.4,290
"[16, 12, 35, 10751, 14, 10402]",354279,en,Charming,"Three fairy tale princesses find themselves engaged to the same guy, Prince Charming.",14.587,2018-03-26,Charming,6.5,239
"[10749, 16, 35]",257475,ja,たまこラブストーリー,"Devoted to her family’s rice-cake–making business and the high school baton club, Tamako is a little slow when it comes to love. She’s oblivious to her childhood friend Mochizo’s affections, even though all their friends know. With graduation closing in and Mochizo leaving for Tokyo, will Tamako realise her feelings and tell him in time?",14.587,2014-04-26,Tamako Love Story,7.1,144
"[35, 27, 878]",2182,en,Attack of the Killer Tomatoes!,"After a wave of reports of mysterious attacks involving people and pets being eaten by the traditionally docile fruit, a special government task force is set up to investigate the violent fruit and put a stop to their murderous spree.",14.586,1978-10-01,Attack of the Killer Tomatoes!,5,254
"[53, 27]",340601,en,Delirium,"A man recently released from a mental institute inherits a mansion after his parents die. After a series of disturbing events, he comes to believe it is haunted.",14.585,2018-05-10,Delirium,5.7,225
"[18, 10749]",18183,es,Como agua para chocolate,"Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer her emotions through the food she prepares, infecting all who eat it with her intense heartbreak.",14.585,1992-04-16,Like Water for Chocolate,7.3,417
"[27, 53]",10383,en,Lost Souls,"A young woman becomes aware of a conspiracy to enable the Devil to walk the Earth in human form. To defeat the prophesy, she must convince a respected New York crime journalist, who is devoid of faith, that he is in fact the target of the conspiracy.",14.585,2000-10-13,Lost Souls,5.1,154
"[10402, 18, 35]",12508,en,Rock Star,"A wannabe rock star who fronts a Pennsylvania-based tribute band is devastated when his kick him out of the group he founded. Things begin to look up for Izzy when he is asked to join Steel Dragon, the heavy metal rockers he had been imitating for so long. This film is loosely based on the true story of the band Judas Priest.",14.584,2001-09-04,Rock Star,6.7,676
"[35, 878]",2462,fr,Hibernatus,"The frozen body of Paul Fournier is discovered in Greenland where he had disappeared during a scientific expedition in 1905. Perfectly conserved he is brought back to life in the 1960s. His descendants take care of him: to spare him the cultural shock they behave so to make believe it's 1905 and they are his cousins, uncle...",14.584,1969-09-10,Hibernatus,6.8,419
"[35, 27]",604578,en,Spontaneous,"When students in their high school begin inexplicably exploding (literally), seniors Mara and Dylan struggle to survive in a world where each moment may be their last.",14.582,2020-10-02,Spontaneous,6.9,482
"[35, 10749]",17894,en,The Beautician and the Beast,A New York City beautician is mistakenly hired as the school teacher for the children of the president of a small Eastern European country.,14.582,1997-02-07,The Beautician and the Beast,6.8,323
"[35, 10751]",13704,en,License to Drive,"Teenager Les Anderson thinks his life can't get any worse after he flunks his driver's exam, but he's wrong. Even though he didn't receive his license, Les refuses to break his date with the cool Mercedes Lane, and he decides to lift his family's prize luxury car for the occasion. Unfortunately, Mercedes sneaks some booze along and passes out drunk, and a confused Les makes the bad decision of enlisting his rebellious friend, Dean, to help.",14.582,1988-07-06,License to Drive,6.5,327
"[9648, 80, 53]",9280,en,Femme Fatale,"A $10-million diamond rip-off, a stolen identity, a new life married to a diplomat. Laure Ash has risked big, won big. But then a tabloid shutterbug snaps her picture in Paris, and suddenly, enemies from Laure's secret past know who and where she is. And they all want their share of the diamond heist. Or her life. Or both.",14.582,2002-04-30,Femme Fatale,6.2,532
"[16, 80, 53]",13754,ja,鉄コン筋クリート,"Two penniless orphans, Black and White, struggle to survive on the mean streets of Treasure Town. When a megacorporation threatens to tear down the town to build an amusement park, Black and White engage in the fight of their life.",14.581,2006-10-21,Tekkonkinkreet,7.4,325
"[27, 53]",353979,en,Pet,"A man bumps into an old crush and becomes obsessed. After several failed attempts at winning her over, he kidnaps her and holds her captive underneath the animal shelter where he works.",14.58,2016-09-24,Pet,5.8,612
[35],30197,en,The Producers,"Broadway producer, Max Bialystock and his accountant, Leo Bloom plan to make money by charming little old ladies to invest in a production many times over what it will actually cost, and then put on a sure-fire flop, so nobody will ask for their money back – and what can be a more certain flop than a tasteless musical celebrating Hitler.",14.58,1968-03-18,The Producers,7.1,669
"[80, 18, 53]",4413,en,The Brave One,A woman struggles to recover from a brutal attack by setting out on a mission for revenge.,14.58,2007-09-12,The Brave One,6.5,866
"[28, 27, 878]",375366,en,The Girl with All the Gifts,"In the future, a strange fungus has changed nearly everyone into a thoughtless, flesh-eating monster. When a scientist and a teacher find a girl who seems to be immune to the fungus, they all begin a journey to save humanity.",14.579,2016-09-23,The Girl with All the Gifts,6.5,1841
"[80, 18, 53]",325789,en,The Infiltrator,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,14.579,2016-07-13,The Infiltrator,6.7,1549
"[35, 10749]",401917,ja,黒崎くんの言いなりになんてならない,"Yū Akahane moves to a dormitory room after her father's transfer from work. She is excited that she will live in the same dorm as Takumi Shirakawa, aka ""White Prince."" Yet, Haruto Kurosaki, aka ""Black Devil"", kisses her as punishment for going against him. It is Yū Akahane's first kiss. Since then, she becomes obedient to Haruto Kurosaki.",14.577,2016-02-27,The Black Devil and the White Prince,7.6,87
"[35, 10749]",12658,en,Someone Like You...,"Jane Goodale has everything going for her. She's a producer on a popular daytime talk show, and is in a hot romance with the show's dashing executive producer Ray. But when the relationship goes terribly awry, Jane begins an extensive study of the male animal, including her womanizing roommate Eddie. Jane puts her studies and romantic misadventure to use as a pseudonymous sex columnist -- and becomes a sensation.",14.576,2001-03-30,Someone Like You...,5.9,357
"[28, 14, 12]",931285,en,Mortal Kombat 2,A sequel to the 2021 film 'Mortal Kombat'.,14.574,,Mortal Kombat 2,0,0
"[27, 35]",19288,en,Leprechaun: Back 2 tha Hood,"When Emily Woodrow and her friends happen on a treasure chest full of gold coins, they fail to to heed the warnings of a wise old psychic who had foretold that they would encounter trouble with a very nasty and protective Leprechaun.",14.572,2003-12-30,Leprechaun: Back 2 tha Hood,5,170
"[18, 27, 53]",9592,en,Open Water 2: Adrift,A weekend cruise on a luxurious party yacht goes horribly wrong for a group of old high-school friends when they get stuck in the water many miles from shore and a happy reunion turns into a fight for survival.,14.572,2006-07-10,Open Water 2: Adrift,5.5,637
